企业代号,进项有效发票占比,进项作废发票占比,进项负数发票占比,进项次数,进项平均每次金额,销项有效发票占比,销项作废发票占比,销项负数发票占比,销项次数,销项平均每次金额
E315,0.9587628865979382,0.030927835051546393,0.010309278350515464,388,6744.162268041237,0.9683544303797469,0.029746835443037974,0.0018987341772151898,1580,7429.303278481012
E316,0.9791395045632334,0.01694915254237288,0.003911342894393742,767,3348.818031290744,0.8574561403508771,0.11403508771929824,0.02850877192982456,456,27469.849057017538
E317,0.9717514124293786,0.01977401129943503,0.00847457627118644,354,5077.351553672316,0.7703349282296651,0.17703349282296652,0.04784688995215311,209,34696.252009569376
E318,0.9833333333333333,0.01,0.006666666666666667,300,4275.425666666667,0.8484107579462102,0.1466992665036675,0.004889975550122249,409,31639.435892420537
E319,0.9615384615384616,0.03296703296703297,0.005494505494505495,182,41930.090604395606,0.9231805929919138,0.06873315363881402,0.008086253369272238,742,20127.362587601077
E320,0.9467213114754098,0.05327868852459016,0.0,244,27927.51323770492,0.9387755102040817,0.061224489795918366,0.0,98,92021.27499999998
E321,0.9682539682539683,0.015873015873015872,0.015873015873015872,63,85949.79412698411,0.8407494145199064,0.1451990632318501,0.01405152224824356,427,30541.257962529275
E322,0.9646017699115044,0.022123893805309734,0.01327433628318584,904,10700.872787610619,0.8965909090909091,0.05454545454545454,0.048863636363636366,880,14218.04059090909
E323,0.9261477045908184,0.0658682634730539,0.007984031936127744,501,9650.705289421157,0.7090909090909091,0.2909090909090909,0.0,165,42315.75266666667
E324,0.9642196175200494,0.032078963602714373,0.003701418877236274,1621,50970.61204194942,0.8004807692307693,0.18509615384615385,0.014423076923076924,416,41534.19004807692
E325,0.9452830188679245,0.03207547169811321,0.022641509433962263,530,60426.45258490566,0.9502392344497608,0.042822966507177034,0.006937799043062201,4180,3054.81469138756
E326,0.9440559440559441,0.055944055944055944,0.0,286,33085.75332167832,0.9141414141414141,0.08585858585858586,0.0,198,61589.67207070707
E327,0.9708333333333333,0.029166666666666667,0.0,480,24078.90875,0.922509225092251,0.07380073800738007,0.0036900369003690036,271,70803.90756457564
E328,0.9505376344086022,0.03870967741935484,0.010752688172043012,465,5987.723913978495,0.8536585365853658,0.12195121951219512,0.024390243902439025,164,60676.479085365856
E329,1.0,0.0,0.0,5,250.378,0.9612403100775194,0.03875968992248062,0.0,129,88706.43682170543
E330,0.9737991266375546,0.021834061135371178,0.004366812227074236,1374,2109.264825327511,0.987999489339972,0.0076599004212945234,0.004340610238733563,7833,1068.4072871186008
E331,0.9583333333333334,0.034722222222222224,0.006944444444444444,144,8800.500902777778,0.8947368421052632,0.07368421052631578,0.031578947368421054,95,67507.93189473683
E332,0.970131421744325,0.023894862604540025,0.005973715651135006,837,21178.341529271205,0.9664948453608248,0.02577319587628866,0.007731958762886598,388,80555.55961340205
E333,0.9882214369846879,0.005889281507656066,0.005889281507656066,849,1567.3947938751473,0.9197080291970803,0.072992700729927,0.0072992700729927005,137,56586.36839416059
E334,0.98,0.02,0.0,150,36463.912399999994,0.9086294416243654,0.06091370558375635,0.030456852791878174,197,42774.90944162437
E336,1.0,0.0,0.0,7,37440.53571428572,0.9056603773584906,0.09433962264150944,0.0,53,54497.481132075474
E337,0.9565217391304348,0.043478260869565216,0.0,69,4310.434347826087,0.889920424403183,0.10079575596816977,0.009283819628647215,754,17368.72470822281
E338,0.9880952380952381,0.003968253968253968,0.007936507936507936,252,2354.0632142857144,0.9213483146067416,0.07865168539325842,0.0,89,89619.81775280899
E339,1.0,0.0,0.0,126,22957.727380952387,0.9318181818181818,0.045454545454545456,0.022727272727272728,176,24146.90079545454
E340,0.9090909090909091,0.09090909090909091,0.0,11,3081.3636363636365,0.7682926829268293,0.16463414634146342,0.06707317073170732,164,56544.08884146342
E341,1.0,0.0,0.0,53,27071.918867924524,0.92,0.08,0.0,75,49340.1288
E342,0.9277566539923955,0.06844106463878327,0.0038022813688212928,263,8849.798403041825,0.8238993710691824,0.16981132075471697,0.006289308176100629,159,37359.20786163522
E343,1.0,0.0,0.0,3,264.15,0.9030023094688222,0.07390300230946882,0.023094688221709007,433,6528.746027713625
E344,0.9586776859504132,0.024793388429752067,0.01652892561983471,121,12626.024710743803,0.8924731182795699,0.053763440860215055,0.053763440860215055,93,28430.41892473118
E345,0.9841897233201581,0.015810276679841896,0.0,253,2320.9808300395257,0.8620689655172413,0.13793103448275862,0.0,87,29797.523793103453
E346,0.967741935483871,0.018145161290322582,0.014112903225806451,496,4873.6331451612905,0.9348837209302325,0.06201550387596899,0.0031007751937984496,645,4002.451581395348
E348,0.94,0.04,0.02,200,4048.79635,0.9412040290466152,0.05130007027406887,0.007495900679315999,4269,562.782792223003
E349,1.0,0.0,0.0,9,764.2899999999998,1.0,0.0,0.0,39,85360.8669230769
E350,0.9888712241653418,0.009538950715421303,0.001589825119236884,629,656.4136248012718,0.85,0.13333333333333333,0.016666666666666666,60,28775.667
E351,0.9801980198019802,0.009900990099009901,0.009900990099009901,101,2991.6882178217825,0.8666666666666667,0.13333333333333333,0.0,60,21937.04266666667
E352,0.9730820995962315,0.010767160161507403,0.016150740242261104,743,19168.590457604307,0.9038461538461539,0.09615384615384616,0.0,52,55458.345961538456
E353,0.9529914529914529,0.042735042735042736,0.004273504273504274,234,1554.8656837606836,0.8,0.15,0.05,80,44543.538375
E354,0.9701492537313433,0.029850746268656716,0.0,67,9052.914776119404,0.8854489164086687,0.09287925696594428,0.021671826625386997,323,7714.245139318886
E355,0.75,0.25,0.0,4,252513.02500000002,0.942652329749104,0.05734767025089606,0.0,279,4495.804551971327
E356,1.0,0.0,0.0,3,5376.099999999999,0.9895287958115183,0.010471204188481676,0.0,191,7933.830680628272
E357,0.9,0.0,0.1,10,6268.217,0.935064935064935,0.06493506493506493,0.0,154,9267.244025974027
E358,1.0,0.0,0.0,2,264.15,0.7475083056478405,0.13953488372093023,0.11295681063122924,301,7466.4777076411965
E359,1.0,0.0,0.0,2,264.15,0.9094650205761317,0.07818930041152264,0.012345679012345678,243,5451.201152263375
E360,1.0,0.0,0.0,3,264.15,0.8285714285714286,0.17142857142857143,0.0,35,88498.3682857143
E362,0.9365079365079365,0.031746031746031744,0.031746031746031744,126,3833.5584126984118,0.8666666666666667,0.09523809523809523,0.0380952380952381,105,46543.90228571428
E363,0.898989898989899,0.06060606060606061,0.04040404040404041,99,2101.827373737374,0.7692307692307693,0.23076923076923078,0.0,39,39495.81384615385
E364,0.9642857142857143,0.0,0.03571428571428571,140,3208.1766428571427,0.9014925373134328,0.08059701492537313,0.01791044776119403,335,6626.721701492537
E365,0.9615384615384616,0.03076923076923077,0.007692307692307693,130,14728.08069230769,0.8636363636363636,0.13636363636363635,0.0,88,45824.791249999995
E366,1.0,0.0,0.0,21,17221.354285714286,0.95,0.05,0.0,20,75796.7645
E368,0.9540229885057471,0.04597701149425287,0.0,87,6177.008160919541,0.65625,0.3125,0.03125,32,45140.91593750001
E369,0.9440993788819876,0.055900621118012424,0.0,161,4311.003850931677,0.9252336448598131,0.06542056074766354,0.009345794392523364,214,7168.464906542056
E370,0.75,0.25,0.0,4,262.4125,0.9257028112449799,0.05622489959839357,0.018072289156626505,498,4395.902008032129
E371,0.9876543209876543,0.012345679012345678,0.0,81,2312.3137037037036,0.8125,0.1875,0.0,32,48156.6403125
E372,0.9969135802469136,0.0030864197530864196,0.0,324,1746.5455864197531,0.878839590443686,0.08532423208191127,0.03583617747440273,586,4064.391040955631
E373,0.9829738933030647,0.014755959137343927,0.0022701475595913734,881,23249.467990919406,0.9732142857142857,0.026785714285714284,0.0,112,11914.551785714286
E374,1.0,0.0,0.0,3,15710.080000000002,0.8192771084337349,0.18072289156626506,0.0,249,6061.825261044176
E375,1.0,0.0,0.0,2,264.15,0.946949602122016,0.05305039787798409,0.0,377,2845.573633952254
E376,1.0,0.0,0.0,3,2117.8466666666664,0.8490566037735849,0.1509433962264151,0.0,53,15279.782830188678
E377,0.9818181818181818,0.01818181818181818,0.0,110,2259.614181818182,0.6436781609195402,0.3333333333333333,0.022988505747126436,87,12478.611724137934
E378,0.9841040462427746,0.010115606936416185,0.005780346820809248,692,1738.9903901734106,0.7983425414364641,0.17679558011049723,0.024861878453038673,362,3519.6566850828726
E380,1.0,0.0,0.0,2,264.15,0.7978723404255319,0.11702127659574468,0.0851063829787234,188,8278.046489361703
E381,0.9665386725178278,0.031267142073505214,0.0021941854086670325,1823,47763.814893033465,0.7682926829268293,0.024390243902439025,0.2073170731707317,82,20642.62085365854
E382,1.0,0.0,0.0,2,349.62,1.0,0.0,0.0,88,5868.788636363636
E383,1.0,0.0,0.0,13,17482.44461538462,0.8253968253968254,0.11904761904761904,0.05555555555555555,126,7943.605476190477
E384,0.9433198380566802,0.044534412955465584,0.012145748987854251,247,10927.484696356274,0.84375,0.15625,0.0,32,74721.9896875
E385,0.9354838709677419,0.06451612903225806,0.0,31,581.5309677419356,0.39285714285714285,0.5714285714285714,0.03571428571428571,28,41377.545000000006
E386,0.9925187032418953,0.007481296758104738,0.0,401,458.60179551122195,0.7575757575757576,0.18181818181818182,0.06060606060606061,66,82656.07651515154
E387,1.0,0.0,0.0,3,419.47333333333336,0.9148936170212766,0.0851063829787234,0.0,94,9600.498297872342
E388,0.9931506849315068,0.003424657534246575,0.003424657534246575,292,320.5070890410959,0.9011299435028248,0.09887005649717515,0.0,354,3308.417740112994
E389,1.0,0.0,0.0,2,1418.28,0.984375,0.015625,0.0,64,7368.1503125
E390,1.0,0.0,0.0,16,430.333125,1.0,0.0,0.0,14,56720.22428571428
E391,1.0,0.0,0.0,3,279.87333333333333,0.9,0.09142857142857143,0.008571428571428572,350,4240.251885714286
E392,1.0,0.0,0.0,179,494.49396648044694,0.8653846153846154,0.12692307692307692,0.007692307692307693,260,4501.037230769231
E393,0.9583333333333334,0.041666666666666664,0.0,24,16531.025416666667,0.8797364085667215,0.10378912685337727,0.016474464579901153,607,1748.5425041186163
E396,0.9383886255924171,0.061611374407582936,0.0,211,3294.9750710900475,0.8857142857142857,0.07142857142857142,0.04285714285714286,70,11918.182857142854
E398,0.9864864864864865,0.013513513513513514,0.0,74,1063.1294594594594,1.0,0.0,0.0,89,6953.566067415731
E399,1.0,0.0,0.0,52,349.2930769230769,0.7894736842105263,0.21052631578947367,0.0,19,26553.797368421056
E400,1.0,0.0,0.0,16,3965.841875,0.9104477611940298,0.08955223880597014,0.0,134,6660.23328358209
E402,1.0,0.0,0.0,57,7253.626315789474,0.8,0.12,0.08,25,25789.957200000008
E403,0.9818181818181818,0.01818181818181818,0.0,110,831.4794545454545,0.8714285714285714,0.12857142857142856,0.0,70,18918.069142857144
E404,0.8620689655172413,0.13793103448275862,0.0,29,29353.832068965516,0.7142857142857143,0.2857142857142857,0.0,21,65511.750476190486
E406,1.0,0.0,0.0,52,3684.9886538461533,0.7419354838709677,0.22580645161290322,0.03225806451612903,31,39481.971612903224
E407,0.9798657718120806,0.006711409395973154,0.013422818791946308,149,2622.1077852348994,0.6590909090909091,0.29545454545454547,0.045454545454545456,44,68279.19227272728
E408,0.975,0.025,0.0,40,1750.333,0.8125,0.1875,0.0,32,19919.394375
E409,1.0,0.0,0.0,15,3137.314666666666,0.8910891089108911,0.10891089108910891,0.0,101,2482.6534653465346
E410,0.9619047619047619,0.0,0.0380952380952381,105,162.77561904761905,0.9696969696969697,0.015151515151515152,0.015151515151515152,66,6430.050151515152
E411,1.0,0.0,0.0,109,2254.6187155963307,0.6494845360824743,0.30927835051546393,0.041237113402061855,97,4232.82030927835
E412,0.9651162790697675,0.03488372093023256,0.0,86,901.694418604651,0.9194630872483222,0.08053691275167785,0.0,149,2360.8769798657722
E413,1.0,0.0,0.0,62,394.57596774193564,0.825,0.175,0.0,40,8536.13775
E414,1.0,0.0,0.0,6,1634.12,0.7857142857142857,0.21428571428571427,0.0,14,36178.917142857135
E415,1.0,0.0,0.0,2,8571.43,0.9663461538461539,0.0,0.03365384615384615,208,426.561826923077
E416,0.875,0.125,0.0,8,21771.857499999995,0.92,0.08,0.0,25,9075.6056
E417,0.9921875,0.0078125,0.0,128,1212.1926562499998,1.0,0.0,0.0,6,26944.986666666664
E418,1.0,0.0,0.0,71,652.0130985915494,0.8695652173913043,0.13043478260869565,0.0,23,19600.19608695652
E419,0.9700920245398773,0.019938650306748466,0.009969325153374233,1304,9158.026296012269,1.0,0.0,0.0,4,13018.8675
E420,0.9869281045751634,0.013071895424836602,0.0,153,12324.140915032678,0.9047619047619048,0.09523809523809523,0.0,126,655.072380952381
E421,1.0,0.0,0.0,19,1599.6742105263158,0.9655172413793104,0.034482758620689655,0.0,29,8472.439999999999
E422,1.0,0.0,0.0,3,296.4633333333333,0.9,0.1,0.0,30,943.8269999999999
E423,0.9523809523809523,0.0,0.047619047619047616,21,3317.2152380952384,0.8571428571428571,0.14285714285714285,0.0,7,11198.334285714285
E424,1.0,0.0,0.0,25,10173.196,0.813953488372093,0.13953488372093023,0.046511627906976744,43,2071.258604651163
E425,0.9576271186440678,0.01694915254237288,0.025423728813559324,118,508.69584745762705,0.5555555555555556,0.4444444444444444,0.0,18,8476.375
